y_true_log,y_pred_log,y_true_original,y_pred_original,residual_log,residual_original,source,valid,x_coord,y_coord
5.55674,5.3517528,257.97717,209.97777,-0.20498705,-47.999405,0,True,74.6264642498883,15.031150323058304
5.359487,5.526956,211.61588,250.37758,0.16746902,38.761703,0,True,74.6340100982749,15.031150323058304
5.6851845,5.5259237,293.47217,250.11821,-0.15926075,-43.35396,0,True,74.6189184015017,15.0236044746717
5.4990473,5.4665203,243.45892,235.63533,-0.03252697,-7.823593,0,True,74.6264642498883,15.0236044746717
5.470629,5.419648,236.60966,224.79967,-0.050981045,-11.809998,0,True,74.6340100982749,15.0236044746717
5.2125077,5.143733,182.55377,170.35423,-0.0687747,-12.199539,0,True,74.64155594666151,15.0236044746717
5.637397,5.6406136,279.731,280.63547,0.0032167435,0.90448,0,True,74.61137255311509,15.016058626285096
5.5261207,5.409526,250.16765,222.5256,-0.11659479,-27.642044,0,True,74.6189184015017,15.016058626285096
5.49758,5.394359,243.10051,219.161,-0.10322094,-23.939514,0,True,74.6264642498883,15.016058626285096
5.508705,5.506012,245.83131,245.16742,-0.0026931763,-0.66389465,0,True,74.6340100982749,15.016058626285096
4.9508705,4.942959,140.29791,139.1844,-0.007911682,-1.1135101,0,True,74.64155594666151,15.016058626285096
5.244692,5.332213,188.55739,205.8953,0.087521076,17.337906,0,True,74.64910179504811,15.016058626285096
5.6683507,5.604453,288.55658,270.63333,-0.06389761,-17.923248,0,True,74.60382670472849,15.008512777898492
5.6449656,5.548635,281.86383,255.88666,-0.09633064,-25.977173,0,True,74.61137255311509,15.008512777898492
5.5785446,5.4948926,263.6861,242.44539,-0.08365202,-21.240707,0,True,74.6189184015017,15.008512777898492
5.642761,5.581325,281.24097,264.4231,-0.061436176,-16.817871,0,True,74.6264642498883,15.008512777898492
5.5796857,5.410272,263.9883,222.69246,-0.16941357,-41.295853,0,True,74.6340100982749,15.008512777898492
5.2446585,5.29607,188.55107,198.55104,0.05141163,9.9999695,0,True,74.64155594666151,15.008512777898492
5.058294,4.9958305,156.32187,146.79564,-0.062463284,-9.52623,0,True,74.64910179504811,15.008512777898492
4.835385,4.8637724,124.887024,128.51186,0.028387547,3.6248322,0,True,74.65664764343472,15.008512777898492
5.6021175,5.5510254,269.99963,256.50143,-0.051092148,-13.498199,0,True,74.59628085634189,15.000966929511888
5.618629,5.5959854,274.51138,268.34296,-0.022643566,-6.1684265,0,True,74.60382670472849,15.000966929511888
5.638097,5.583737,279.92755,265.064,-0.054359913,-14.863556,0,True,74.61137255311509,15.000966929511888
5.5205374,5.546494,248.76923,255.33725,0.02595663,6.5680237,0,True,74.6189184015017,15.000966929511888
