y_true_log,y_pred_log,y_true_original,y_pred_original,residual_log,residual_original,source,valid,x_coord,y_coord
5.642631,5.6117783,281.20422,272.6304,-0.030852795,-8.573822,0,True,74.64155594666151,15.046242019831512
5.621082,5.524521,275.18802,249.76617,-0.096560955,-25.421844,0,True,74.64910179504811,15.046242019831512
5.4685965,5.5503035,236.12715,256.31564,0.081707,20.188492,0,True,74.6340100982749,15.038696171444908
5.587939,5.7303615,266.18433,307.0806,0.14242268,40.89627,0,True,74.64155594666151,15.038696171444908
5.42693,5.4616213,226.44989,234.47891,0.034691334,8.029022,0,True,74.64910179504811,15.038696171444908
4.973617,5.0319285,143.5488,152.22823,0.058311462,8.679428,0,True,74.65664764343472,15.038696171444908
5.4423876,5.6228085,229.99304,275.66528,0.18042088,45.67224,0,True,74.71701443052756,15.038696171444908
5.5031285,5.3872824,244.45866,217.60849,-0.11584616,-26.850174,0,True,74.72456027891415,15.038696171444908
5.7424417,5.5582,310.82486,258.35556,-0.18424177,-52.4693,0,True,74.73210612730075,15.038696171444908
5.7478447,5.7045813,312.51422,299.23975,-0.043263435,-13.274475,0,True,74.73965197568737,15.038696171444908
5.6488214,5.4999976,282.95657,243.69135,-0.14882374,-39.26523,0,True,74.74719782407396,15.038696171444908
5.55674,5.3935065,257.97717,218.97336,-0.16323328,-39.003815,0,True,74.6264642498883,15.031150323058304
5.359487,5.6165595,211.61588,273.94183,0.25707245,62.32596,0,True,74.6340100982749,15.031150323058304
5.5928903,5.725787,267.51056,305.67456,0.1328969,38.164,0,True,74.64155594666151,15.031150323058304
5.409911,5.405377,222.61172,221.60011,-0.0045342445,-1.0116119,0,True,74.64910179504811,15.031150323058304
5.295978,5.279161,198.53268,195.2052,-0.016817093,-3.3274841,0,True,74.65664764343472,15.031150323058304
5.41246,5.4257855,223.18237,226.18973,0.013325691,3.0073547,0,True,74.71701443052756,15.031150323058304
5.606401,5.5598216,271.16293,258.77646,-0.04657936,-12.386475,0,True,74.72456027891415,15.031150323058304
5.67042,5.611975,289.1564,272.6843,-0.058444977,-16.472107,0,True,74.73210612730075,15.031150323058304
5.7640166,5.673941,317.62558,290.17987,-0.09007549,-27.44571,0,True,74.73965197568737,15.031150323058304
5.677082,5.563552,291.0959,259.74734,-0.11353016,-31.348541,0,True,74.74719782407396,15.031150323058304
5.5150237,5.594147,247.39586,267.8483,0.0791235,20.452438,0,True,74.75474367246056,15.031150323058304
5.6851845,5.590584,293.47217,266.89197,-0.09460068,-26.5802,0,True,74.6189184015017,15.0236044746717
5.4990473,5.4690504,243.45892,236.23482,-0.029996872,-7.224106,0,True,74.6264642498883,15.0236044746717
5.470629,5.446307,236.60966,230.9002,-0.024322033,-5.7094574,0,True,74.6340100982749,15.0236044746717
5.2125077,5.311,182.55377,201.55266,0.098492146,18.998886,0,True,74.64155594666151,15.0236044746717
5.157906,5.300345,172.80014,199.40591,0.14243889,26.605774,0,True,74.64910179504811,15.0236044746717
5.1027465,5.1631656,163.47302,173.71666,0.060419083,10.243637,0,True,74.65664764343472,15.0236044746717
5.3451867,5.3071527,208.59702,200.7749,-0.038033962,-7.822113,0,True,74.66419349182132,15.0236044746717
5.475595,5.335627,237.79251,206.6029,-0.13996792,-31.189606,0,True,74.70946858214094,15.0236044746717
5.4285393,5.2713866,226.81624,193.68575,-0.15715265,-33.130493,0,True,74.71701443052756,15.0236044746717
5.4210486,5.558702,225.11612,258.48578,0.13765335,33.36966,0,True,74.72456027891415,15.0236044746717
5.5626764,5.7742267,259.5192,320.89542,0.21155024,61.37622,0,True,74.73210612730075,15.0236044746717
5.7030816,5.6935635,298.78983,295.94992,-0.0095181465,-2.8399048,0,True,74.73965197568737,15.0236044746717
5.3431525,5.1844263,208.17108,177.47102,-0.15872622,-30.700058,0,True,74.74719782407396,15.0236044746717
5.5685987,5.6059303,261.06662,271.0349,0.03733158,9.968292,0,True,74.75474367246056,15.0236044746717
5.637397,5.6393366,279.731,280.27606,0.0019397736,0.54507446,0,True,74.61137255311509,15.016058626285096
5.5261207,5.411463,250.16765,222.95895,-0.11465788,-27.208694,0,True,74.6189184015017,15.016058626285096
5.49758,5.360834,243.10051,211.90247,-0.13674593,-31.198044,0,True,74.6264642498883,15.016058626285096
5.508705,5.4368153,245.83131,228.70944,-0.07188988,-17.121872,0,True,74.6340100982749,15.016058626285096
4.9508705,5.1571608,140.29791,172.67067,0.20629025,32.372757,0,True,74.64155594666151,15.016058626285096
5.244692,5.353253,188.55739,210.2945,0.10856104,21.737106,0,True,74.64910179504811,15.016058626285096
4.990755,5.1725235,146.04741,175.35931,0.18176842,29.311905,0,True,74.65664764343472,15.016058626285096
4.782051,4.842361,118.34889,125.76829,0.060309887,7.4193954,0,True,74.66419349182132,15.016058626285096
5.262789,5.2779217,192.01903,194.96217,0.015132904,2.9431458,0,True,74.70946858214094,15.016058626285096
5.020204,5.0079284,150.44221,148.59451,-0.012275696,-1.847702,0,True,74.71701443052756,15.016058626285096
5.2326126,5.2165217,186.28146,183.29205,-0.01609087,-2.9894104,0,True,74.72456027891415,15.016058626285096
5.511927,5.434576,246.62787,228.19563,-0.07735109,-18.432236,0,True,74.73210612730075,15.016058626285096
5.4453373,5.4520063,230.6754,232.22562,0.0066690445,1.5502167,0,True,74.73965197568737,15.016058626285096
5.3176365,5.166968,202.90138,174.38225,-0.15066862,-28.519135,0,True,74.74719782407396,15.016058626285096
5.5785446,5.5873823,263.6861,266.03568,0.0088377,2.3495789,0,True,74.6189184015017,15.008512777898492
5.642761,5.5793133,281.24097,263.88965,-0.06344795,-17.351318,0,True,74.6264642498883,15.008512777898492
5.5796857,5.4756403,263.9883,237.80331,-0.10404539,-26.184998,0,True,74.6340100982749,15.008512777898492
5.2446585,5.3261924,188.55107,204.65343,0.08153391,16.102356,0,True,74.64155594666151,15.008512777898492
5.058294,5.1490993,156.32187,171.27626,0.09080553,14.9543915,0,True,74.64910179504811,15.008512777898492
4.835385,4.9627395,124.887024,141.98497,0.12735462,17.097946,0,True,74.65664764343472,15.008512777898492
5.0594435,5.160983,156.50284,173.33577,0.10153961,16.832932,0,True,74.66419349182132,15.008512777898492
5.2077765,5.2494245,181.6874,189.4566,0.04164791,7.769211,0,True,74.70946858214094,15.008512777898492
4.624912,4.8809156,100.993774,130.75125,0.25600386,29.757477,0,True,74.71701443052756,15.008512777898492
5.15071,4.9857264,171.55397,145.3098,-0.16498375,-26.244171,0,True,74.72456027891415,15.008512777898492
5.2361283,5.0063224,186.94104,148.35446,-0.22980595,-38.58658,0,True,74.73210612730075,15.008512777898492
4.9353094,4.8554945,138.11618,127.4442,-0.07981491,-10.671982,0,True,74.73965197568737,15.008512777898492
5.4443254,5.348858,230.44112,209.36789,-0.09546757,-21.073227,0,True,74.6264642498883,15.000966929511888
4.947737,5.042981,139.85588,153.9312,0.09524393,14.075317,0,True,74.6340100982749,15.000966929511888
5.0915556,5.131447,161.64268,168.26183,0.039891243,6.6191406,0,True,74.64155594666151,15.000966929511888
5.195546,5.2841086,179.46667,196.17834,0.08856249,16.71167,0,True,74.64910179504811,15.000966929511888
5.1322126,5.199594,168.39151,180.19865,0.06738138,11.807144,0,True,74.65664764343472,15.000966929511888
4.954081,5.0983806,140.75229,162.75648,0.1442995,22.004196,0,True,74.66419349182132,15.000966929511888
5.080932,5.22351,159.92398,184.5844,0.14257765,24.660416,0,True,74.70946858214094,15.000966929511888
4.634476,4.8556533,101.97395,127.464584,0.2211771,25.490631,0,True,74.71701443052756,15.000966929511888
5.0847087,5.007682,160.53288,148.55763,-0.077026844,-11.97525,0,True,74.72456027891415,15.000966929511888
5.0134754,5.125707,149.42662,167.2931,0.11223173,17.866486,0,True,74.73210612730075,15.000966929511888
4.9946833,5.030538,146.62617,152.01532,0.035854816,5.389145,0,True,74.73965197568737,15.000966929511888
